Ürün Adı,Fiyat,Bellek Boyutu,Artırılmış (OC) Frekans,Teknik Puan,Link
Asus ROG Strix GeForce RTX 3080 Gundam Edition,,10 GB,1935 MHz,88,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-3080-gundam-edition.html
Asus ROG Strix GeForce RTX 3080 OC 10G White,,10 GB,1935 MHz,88,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-3080-oc-10g-white.html
MSI GeForce RTX 3080 Sea Hawk X 10G LHR,,10 GB,1785 MHz,88,https://www.epey.com/ekran-karti/msi-geforce-rtx-3080-sea-hawk-x-10g-lhr.html
Gigabyte Aorus Geforce RTX 3080 Xtreme Waterforce 10G,,10 GB,1845 MHz,88,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-3080-xtreme-waterforce-10g.html
Gigabyte GeForce RTX 3080 Gaming OC Waterforce WB 10G,,10 GB,1800 MHz,88,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3080-gaming-oc-waterforce-wb-10g.html
Inno3D GeForce RTX 3080 iChill Frostbite,,10 GB,1770 MHz,88,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3080-ichill-frostbite.html
Palit GeForce RTX 3080 GameRock OC,,10 GB,1860 MHz,87,https://www.epey.com/ekran-karti/palit-geforce-rtx-3080-gamerock-oc.html
MSI GeForce RTX 3080 Gaming Z Trio 10G,,10 GB,1830 MHz,87,https://www.epey.com/ekran-karti/msi-geforce-rtx-3080-gaming-z-trio-10g.html
Evga GeForce RTX 3080 FTW3 Ultra Gaming,,10 GB,1800 MHz,87,https://www.epey.com/ekran-karti/evga-geforce-rtx-3080-ftw3-ultra-gaming.html
Inno3D GeForce RTX 3080 iChill X3,,10 GB,1770 MHz,87,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3080-ichill-x3.html
Inno3D GeForce RTX 3080 iChill X4,,10 GB,1770 MHz,87,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3080-ichill-x4.html
Evga GeForce RTX 3080 XC3 Ultra Gaming,,10 GB,1755 MHz,87,https://www.epey.com/ekran-karti/evga-geforce-rtx-3080-xc3-ultra-gaming.html
Asus TUF Gaming GeForce RTX 3080,,10 GB,1740 MHz,87,https://www.epey.com/ekran-karti/asus-tuf-gaming-geforce-rtx-3080.html
Evga GeForce RTX 3080 FTW3 Gaming,,10 GB,1755 MHz,87,https://www.epey.com/ekran-karti/evga-geforce-rtx-3080-ftw3-gaming.html
Palit GeForce RTX 3080 GameRock,,10 GB,1755 MHz,87,https://www.epey.com/ekran-karti/palit-geforce-rtx-3080-gamerock.html
MSI GeForce RTX 3080 Gaming Trio 10G,,10 GB,1755 MHz,87,https://www.epey.com/ekran-karti/msi-geforce-rtx-3080-gaming-trio-10g.html
Asus ROG Strix GeForce RTX 3080 White Edition,,10 GB,1740 MHz,87,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-3080-white-edition.html
Galax GeForce RTX 3080 SG (1-Click OC),,10 GB,1725 MHz,87,https://www.epey.com/ekran-karti/galax-geforce-rtx-3080-sg-1-click-oc.html
Evga GeForce RTX 3080 XC3 Gaming,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/evga-geforce-rtx-3080-xc3-gaming.html
PNY GeForce RTX 3080 10GB XLR8 Gaming Revel Epic-X RGB Triple Fan,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/pny-geforce-rtx-3080-10gb-xlr8-gaming-revel-epic-x-rgb-triple-fan.html
Zotac Gaming GeForce RTX 3080 Trinity,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-3080-trinity.html
PNY GeForce RTX 3080 10GB XLR8 Gaming Revel Epic-X RGB Triple Fan LHR,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/pny-geforce-rtx-3080-10gb-xlr8-gaming-revel-epic-x-rgb-triple-fan-lhr.html
PNY GeForce RTX 3080 10GB XLR8 Gaming Uprising Epic-X RGB Triple Fan LHR,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/pny-geforce-rtx-3080-10gb-xlr8-gaming-uprising-epic-x-rgb-triple-fan-lhr.html
Palit GeForce RTX 3080 GamingPro,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/palit-geforce-rtx-3080-gamingpro.html
MSI GeForce RTX 3080 Ventus 3X 10G OC,,10 GB,1740 MHz,87,https://www.epey.com/ekran-karti/msi-geforce-rtx-3080-ventus-3x-10g-oc.html
Gigabyte GeForce RTX 3080 Turbo 10G 2.0,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3080-turbo-10g-2-0.html
MSI GeForce RTX 3080 Ventus 3X 10G,,10 GB,1710 MHz,87,https://www.epey.com/ekran-karti/msi-geforce-rtx-3080-ventus-3x-10g.html
Evga GeForce RTX 3080 XC3 Black Gaming,,10 GB,1710 MHz,86,https://www.epey.com/ekran-karti/evga-geforce-rtx-3080-xc3-black-gaming.html
Sapphire Toxic Radeon RX 6900 XT Limited Edition,,16 GB,2365 MHz,86,https://www.epey.com/ekran-karti/sapphire-toxic-radeon-rx-6900-xt-limited-edition.html
Zotac Gaming GeForce RTX 3060 Ti Twin Edge OC,,8 GB,1695 MHz,70,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-3060-ti-twin-edge-oc.html
MSI GeForce RTX 3060 Ti Ventus 2X OCV1,,8 GB,1695 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-ventus-2x-ocv1.html
Galax GeForce RTX 3060 Ti (1-Click OC) LHR,,8 GB,1680 MHz,70,https://www.epey.com/ekran-karti/galax-geforce-rtx-3060-ti-1-click-oc-lhr.html
Galax GeForce RTX 3060 Ti (1-Click OC),,8 GB,1680 MHz,70,https://www.epey.com/ekran-karti/galax-geforce-rtx-3060-ti-1-click-oc.html
Gigabyte Aorus GeForce RTX 2080 Ti Turbo 11G,,11 GB,1650 MHz,70,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-2080-ti-turbo-11g.html
Inno3D GeForce RTX 3060 Ti Twin X2 OC,,8 GB,1680 MHz,70,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3060-ti-twin-x2-oc.html
MSI GeForce RTX 3060 Ti Ventus 2X OC,,8 GB,1695 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-ventus-2x-oc.html
MSI GeForce RTX 3060 Ti Ventus 2X OC LHR,,8 GB,1695 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-ventus-2x-oc-lhr.html
MSI GeForce RTX 3060 Ti Ventus 3X,,8 GB,1665 MHz,69,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-ventus-3x.html
MSI GeForce RTX 3060 Ti Twin Fan,,8 GB,1665 MHz,69,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-twin-fan.html
MSI GeForce RTX 2080 Ti Ventus 11G OC,,11 GB,1635 MHz,69,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-ventus-11g-oc.html
Inno3D GeForce RTX 3060 Ti Twin X2,,8 GB,1665 MHz,69,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3060-ti-twin-x2.html
PNY GeForce RTX 3060 Ti 8GB Uprising Dual Fan,,8 GB,1665 MHz,69,https://www.epey.com/ekran-karti/pny-geforce-rtx-3060-ti-8gb-uprising-dual-fan.html
Zotac Gaming GeForce RTX 3060 Ti Twin Edge,,8 GB,1665 MHz,69,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-3060-ti-twin-edge.html
MSI GeForce RTX 3060 Ti Aero ITX,,8 GB,1665 MHz,69,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-aero-itx.html
Asus Turbo GeForce RTX 2080 Ti,,11 GB,1560 MHz,69,https://www.epey.com/ekran-karti/asus-turbo-geforce-rtx-2080-ti.html
Asus Dual GeForce RTX 2080 Ti OC,,11 GB,1650 MHz,69,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2080-ti-oc.html
Inno3D GeForce RTX 2080 Ti Twin X2,,11 GB,1590 MHz,69,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-ti-twin-x2.html
MSI GeForce RTX 2080 Ti Ventus 11G,,11 GB,1545 MHz,69,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-ventus-11g.html
Inno3D GeForce RTX 2080 Ti Jet,,11 GB,1545 MHz,69,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-ti-jet.html
MSI GeForce RTX 2080 Ti Aero 11G,,11 GB,1545 MHz,69,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-aero-11g.html
Gainward GeForce RTX 3060 Ti Ghost OC,,8 GB,1695 MHz,69,https://www.epey.com/ekran-karti/gainward-geforce-rtx-3060-ti-ghost-oc.html
Asus ROG Strix GeForce RTX 2080 Super Advanced,,8 GB,1860 MHz,68,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2080-super-advanced.html
Asus ROG Strix GeForce RTX 2080 Super,,8 GB,1845 MHz,68,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2080-super.html
Inno3D GeForce RTX 2080 Super iChill Frostbite,,8 GB,1845 MHz,68,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-super-ichill-frostbite.html
Asus Dual GeForce RTX 2080 Super Evo V2,,8 GB,1845 MHz,68,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2080-super-evo-v2.html
Gigabyte Aorus GeForce RTX 2080 Super Waterforce 8G,,8 GB,1860 MHz,68,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-2080-super-waterforce-8g.html
Gigabyte Aorus GeForce RTX 2080 Super Waterforce WB 8G,,8 GB,1860 MHz,68,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-2080-super-waterforce-wb-8g.html
Gigabyte GeForce RTX 2080 Super Gaming OC Waterforce WB 8G,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-super-gaming-oc-waterforce-wb-8g.html
EVGA GeForce RTX 2080 Super FTW3 Hydro Copper Gaming,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/evga-geforce-rtx-2080-super-ftw3-hydro-copper-gaming.html
XFX Speedster MERC 308 Radeon RX 6600 XT Black,,8 GB,2607 MHz,67,https://www.epey.com/ekran-karti/xfx-speedster-merc-308-radeon-rx-6600-xt-black.html
MSI Radeon RX 6600 XT Gaming 8G,,8 GB,2589 MHz,67,https://www.epey.com/ekran-karti/msi-radeon-rx-6600-xt-gaming-8g.html
Asus ROG Strix GeForce RTX 2080 Super White Edition,,8 GB,1890 MHz,67,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2080-super-white-edition.html
PowerColor Hellhound Radeon RX 6600 XT 8GB GDDR6,,8 GB,2593 MHz,67,https://www.epey.com/ekran-karti/powercolor-hellhound-radeon-rx-6600-xt-8gb-gddr6.html
Lenovo Quadro RTX 5000,,16 GB,1815 MHz,67,https://www.epey.com/ekran-karti/lenovo-quadro-rtx-5000.html
Palit GeForce RTX 2080 Super GP OC,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/palit-geforce-rtx-2080-super-gp-oc.html
Gigabyte GeForce RTX 2080 Super Gaming OC White 8G,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-super-gaming-oc-white-8g.html
MSI Geforce RTX 2080 Super Gaming Trio,,8 GB,1815 MHz,67,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-super-gaming-trio.html
Palit GeForce RTX 2080 Super GP,,8 GB,1815 MHz,67,https://www.epey.com/ekran-karti/palit-geforce-rtx-2080-super-gp.html
MSI Radeon RX 6600 XT Mech 2X 8G,,8 GB,2589 MHz,67,https://www.epey.com/ekran-karti/msi-radeon-rx-6600-xt-mech-2x-8g.html
Asus TUF Gaming GeForce RTX 3060,,12 GB,1807 MHz,67,https://www.epey.com/ekran-karti/asus-tuf-gaming-geforce-rtx-3060.html
Sapphire Nitro+ Radeon RX 6600 XT,,8 GB,2607 MHz,67,https://www.epey.com/ekran-karti/sapphire-nitro-plus-radeon-rx-6600-xt.html
MSI GeForce RTX 2080 Super Ventus XS OC,,8 GB,1830 MHz,67,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-super-ventus-xs-oc.html
MSI GeForce RTX 2080 Super Ventus XS,,8 GB,1815 MHz,67,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-super-ventus-xs.html
iGame GeForce RTX 3060 Ultra W OC 12G-V,,12 GB,1822 MHz,67,https://www.epey.com/ekran-karti/igame-geforce-rtx-3060-ultra-w-oc-12g-v.html
Asus ROG Strix GeForce RTX 2080 Super OC Edition,,8 GB,1890 MHz,67,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2080-super-oc-edition.html
Gigabyte Aorus GeForce RTX 2080 Super 8G,,8 GB,1860 MHz,67,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-2080-super-8g.html
Sapphire Pulse Radeon RX 6600 XT,,8 GB,2593 MHz,67,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-6600-xt.html
Galax GeForce RTX 2080 Super EX (1-Click OC) 8GB,,8 GB,1860 MHz,67,https://www.epey.com/ekran-karti/galax-geforce-rtx-2080-super-ex-1-click-oc-8gb.html
Asus Dual GeForce RTX 2080 Super Evo OC,,8 GB,1860 MHz,67,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2080-super-evo-oc.html
Gigabyte Radeon RX 6600 XT Eagle 8G,,8 GB,2589 MHz,67,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-6600-xt-eagle-8g.html
Palit GeForce RTX 2080 Super GRP,,8 GB,1860 MHz,67,https://www.epey.com/ekran-karti/palit-geforce-rtx-2080-super-grp.html
Gigabyte GeForce RTX 2080 Super Gaming OC,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-super-gaming-oc.html
Inno3D GeForce RTX 2080 Super iChill X3 Ultra,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-super-ichill-x3-ultra.html
EVGA GeForce RTX 2080 Super XC Ultra,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/evga-geforce-rtx-2080-super-xc-ultra.html
MSI GeForce RTX 2080 Super Gaming X Trio,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-super-gaming-x-trio.html
EVGA GeForce RTX 2080 Super FTW3 Ultra,,8 GB,1845 MHz,67,https://www.epey.com/ekran-karti/evga-geforce-rtx-2080-super-ftw3-ultra.html
Zotac Gaming GeForce RTX 2080 Super Triple Fan,,8 GB,1815 MHz,66,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2080-super-triple-fan.html
PowerColor Fighter Radeon RX 6600X T 8GB GDDR6,,8 GB,2589 MHz,66,https://www.epey.com/ekran-karti/powercolor-fighter-radeon-rx-6600x-t-8gb-gddr6.html
Gigabyte GeForce RTX 2080 Super Gaming 8G,,8 GB,1815 MHz,66,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-super-gaming-8g.html
MSI GeForce RTX 2080 Super Ventus OC,,8 GB,1830 MHz,66,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-super-ventus-oc.html
Gigabyte GeForce RTX 2080 Super Windforce OC 8G,,8 GB,1830 MHz,66,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-super-windforce-oc-8g.html
Zotac Gaming GeForce RTX 2080 Super AMP,,8 GB,1845 MHz,66,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2080-super-amp.html
Gigabyte GeForce RTX 2080 Super Turbo 8G,,8 GB,1815 MHz,66,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-super-turbo-8g.html
Evga GeForce RTX 2080 Super Black Gaming,,8 GB,1815 MHz,66,https://www.epey.com/ekran-karti/evga-geforce-rtx-2080-super-black-gaming.html
Inno3D GeForce RTX 2080 Super Twin x2 OC,,8 GB,1830 MHz,66,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-super-twin-x2-oc.html
Gigabyte Aorus GeForce RTX 3060 Elite 12G,,12 GB,1867 MHz,66,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-3060-elite-12g.html
Gigabyte GeForce RTX 3060 Vision OC 12G,,12 GB,1837 MHz,66,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3060-vision-oc-12g.html
Gigabyte GeForce RTX 3060 Gaming OC 12G,,12 GB,1837 MHz,66,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3060-gaming-oc-12g.html
Palit GeForce RTX 3060 Dual OC,,12 GB,1837 MHz,66,https://www.epey.com/ekran-karti/palit-geforce-rtx-3060-dual-oc.html
Inno3D GeForce RTX 3060 Ichill X3 Red,,12 GB,1837 MHz,66,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3060-ichill-x3-red.html
Galax GeForce RTX 3060 EX (1-Click OC),,12 GB,1822 MHz,66,https://www.epey.com/ekran-karti/galax-geforce-rtx-3060-ex-1-click-oc.html
Zotac Gaming GeForce RTX 2080 Super Twin Fan,,8 GB,1815 MHz,66,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2080-super-twin-fan.html
iGame GeForce RTX 3060 Advanced OC 12G-V,,12 GB,1867 MHz,66,https://www.epey.com/ekran-karti/igame-geforce-rtx-3060-advanced-oc-12g-v.html
Inno3D GeForce RTX 3060 Twin X2 OC,,12 GB,1792 MHz,66,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3060-twin-x2-oc.html
Gigabyte Aorus Radeon RX 5700 XT 8G,,8 GB,2010 MHz,66,https://www.epey.com/ekran-karti/gigabyte-aorus-radeon-rx-5700-xt-8g.html
PNY GeForce RTX 3060 12GB XLR8 Gaming Revel Epic-X RGB Dual Fan Edition,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/pny-geforce-rtx-3060-12gb-xlr8-gaming-revel-epic-x-rgb-dual-fan-edition.html
Gigabyte GeForce RTX 3060 Eagle 12GB,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3060-eagle-12gb.html
Inno3D GeForce RTX 3060 Twin X2,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3060-twin-x2.html
MSI GeForce RTX 3060 Gaming 12G,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-gaming-12g.html
Inno3D GeForce RTX 3060 Twin X2,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3060-twin-x2-n30602-12d6-119032ah.html
Asus Dual GeForce RTX 3060 V2 OC,,12 GB,1780 MHz,66,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-3060-v2-oc.html
MSI GeForce RTX 3060 Gaming Trio 12G,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-gaming-trio-12g.html
MSI GeForce RTX 3060 Aero ITX 12G OC,,12 GB,1792 MHz,66,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-aero-itx-12g-oc.html
PNY GeForce RTX 3060 12GB Uprising Dual Fan,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/pny-geforce-rtx-3060-12gb-uprising-dual-fan.html
MSI GeForce RTX 3060 Ventus 3X 12G,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ventus-3x-12g.html
MSI GeForce RTX 3060 Aero ITX 12G,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-aero-itx-12g.html
MSI GeForce RTX 3060 Ventus 2X 12G,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ventus-2x-12g.html
Zotac Gaming GeForce RTX 3060 Twin Edge,,12 GB,1777 MHz,66,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-3060-twin-edge.html
Sapphire Nitro+ Radeon RX 5700 XT BE,,8 GB,1980 MHz,66,https://www.epey.com/ekran-karti/sapphire-nitro-plus-radeon-rx-5700-xt-be.html
PowerColor Red Devil Radeon RX 5700 XT 8GB GDDR6,,8 GB,2010 MHz,65,https://www.epey.com/ekran-karti/powercolor-red-devil-radeon-rx-5700-xt-8gb-gddr6.html
Asus Dual GeForce RTX 2080 OC 8GB Evo,,8 GB,1830 MHz,65,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2080-oc-8gb-evo.html
XFX Radeon RX 5700 XT 8GB GDDR6 RAW II Ultra,,8 GB,1980 MHz,65,https://www.epey.com/ekran-karti/xfx-radeon-rx-5700-xt-8gb-gddr6-raw-ii-ultra.html
Palit GeForce RTX 3060 StormX OC,,12 GB,1807 MHz,65,https://www.epey.com/ekran-karti/palit-geforce-rtx-3060-stormx-oc.html
Inno3D GeForce RTX 2080 Ti iChiLL Black,,11 GB,1695 MHz,71,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-ti-ichill-black.html
MSI GeForce RTX 2080 Ti Gaming Z Trio,,11 GB,1755 MHz,71,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-gaming-z-trio.html
Asus KO GeForce RTX 3060 Ti,,8 GB,1695 MHz,71,https://www.epey.com/ekran-karti/asus-ko-geforce-rtx-3060-ti.html
Asus TUF Gaming GeForce RTX 3060 Ti,,8 GB,1695 MHz,71,https://www.epey.com/ekran-karti/asus-tuf-gaming-geforce-rtx-3060-ti.html
Asus Dual GeForce RTX 3060 Ti,,8 GB,1695 MHz,71,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-3060-ti.html
Asus ROG Strix GeForce RTX 3060 Ti,,8 GB,1695 MHz,71,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-3060-ti.html
Gigabyte GeForce RTX 2080 Ti Windforce OC 11G,,11 GB,1635 MHz,70,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-ti-windforce-oc-11g.html
ZOTAC Gaming GeForce RTX 2080 Ti AMP Extreme,,11 GB,1815 MHz,70,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2080-ti-amp-extreme.html
Gigabyte AORUS GeForce RTX 2080 Ti Xtreme 11G,,11 GB,1770 MHz,70,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-2080-ti-xtreme-11g.html
MSI GeForce RTX 2080 Ti Ventus GP OC,,11 GB,1635 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-ventus-gp-oc.html
MSI GeForce RTX 3060 Ti Gaming X Trio,,8 GB,1830 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-gaming-x-trio.html
Gigabyte Aorus GeForce RTX 3060 Ti Master 8G,,8 GB,1800 MHz,70,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-3060-ti-master-8g.html
Palit GeForce RTX 2080 Ti GamingPro,,11 GB,1575 MHz,70,https://www.epey.com/ekran-karti/palit-geforce-rtx-2080-ti-gamingpro.html
Evga GeForce RTX 2080 Ti Black Edition Gaming,,11 GB,1545 MHz,70,https://www.epey.com/ekran-karti/evga-geforce-rtx-2080-ti-black-edition-gaming.html
ZOTAC Gaming GeForce RTX 2080 Ti AMP Extreme Core,,11 GB,1755 MHz,70,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2080-ti-amp-extreme-core.html
Evga GeForce RTX 2080 Ti Gaming,,11 GB,1545 MHz,70,https://www.epey.com/ekran-karti/evga-geforce-rtx-2080-ti-gaming.html
Palit GeForce RTX 3060 Ti GamingPro OC,,8 GB,1800 MHz,70,https://www.epey.com/ekran-karti/palit-geforce-rtx-3060-ti-gamingpro-oc.html
MSI GeForce RTX 2080 Ti Gaming X Trio,,11 GB,1755 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-gaming-x-trio.html
Palit GeForce RTX 2080 Ti Dual,,11 GB,1545 MHz,70,https://www.epey.com/ekran-karti/palit-geforce-rtx-2080-ti-dual.html
Evga GeForce RTX 3060 Ti FTW3 Ultra Gaming,,8 GB,1800 MHz,70,https://www.epey.com/ekran-karti/evga-geforce-rtx-3060-ti-ftw3-ultra-gaming.html
MSI GeForce RTX 3060 Ti Gaming X,,8 GB,1770 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-gaming-x.html
Gigabyte AORUS GeForce RTX 2080 Ti 11G,,11 GB,1695 MHz,70,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-rtx-2080-ti-11g.html
Gigabyte GeForce RTX 3060 Ti Gaming OC 8G,,8 GB,1740 MHz,70,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3060-ti-gaming-oc-8g.html
Gigabyte GeForce RTX 3060 Ti Vision OC 8G,,8 GB,1755 MHz,70,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3060-ti-vision-oc-8g.html
Inno3D GeForce RTX 2080 Ti Twin X2,,11 GB,1710 MHz,70,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-ti-twin-x2-n20802-08d6-1180633.html
Asus ROG Strix GeForce RTX 2080 Ti OC Edition,,11 GB,1665 MHz,70,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2080-ti-oc-edition.html
MSI GeForce RTX 3060 Ti Gaming Trio,,8 GB,1755 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-gaming-trio.html
MSI GeForce RTX 2080 Ti Ventus GP,,11 GB,1545 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-ventus-gp.html
Inno3D GeForce RTX 3060 Ti Ichill X3 Red,,8 GB,1725 MHz,70,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-3060-ti-ichill-x3-red.html
NVIDIA RTX A4000,,16 GB,1560 MHz,70,https://www.epey.com/ekran-karti/nvidia-rtx-a4000.html
Inno3D GeForce RTX 2080 Ti Gaming OC X3,,11 GB,1665 MHz,70,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2080-ti-gaming-oc-x3.html
Gigabyte GeForce RTX 3060 Ti Eagle OC 8G,,8 GB,1695 MHz,70,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3060-ti-eagle-oc-8g.html
MSI GeForce RTX 3060 Ti Gaming,,8 GB,1710 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-3060-ti-gaming.html
Gigabyte GeForce RTX 2080 Ti Gaming OC 11G,,11 GB,1665 MHz,70,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2080-ti-gaming-oc-11g.html
MSI GeForce RTX 2080 Ti Duke 11G OC,,11 GB,1665 MHz,70,https://www.epey.com/ekran-karti/msi-geforce-rtx-2080-ti-duke-11g-oc.html
ZOTAC Gaming GeForce RTX 2080 Ti AMP,,11 GB,1665 MHz,70,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2080-ti-amp.html
Gigabyte GeForce RTX 3060 Ti Eagle 8G,,8 GB,1665 MHz,70,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-3060-ti-eagle-8g.html
PNY GeForce RTX 3060 Ti 8GB XLR8 Gaming Revel Epic-X RGB Dual Fan,,8 GB,1665 MHz,70,https://www.epey.com/ekran-karti/pny-geforce-rtx-3060-ti-8gb-xlr8-gaming-revel-epic-x-rgb-dual-fan.html
