Ürün Adı,Fiyat,Baskı Tekniği,Baskı Türü,Azami Baskı Çözünürlüğü,Link
Epson LX-300 II,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/epson-lx-300-ii.html
Canon Pixma MX515,,Mürekkepli,Renkli,,https://www.epey.com/yazici/canon-pixma-mx515.html
OKI ML5521 Eco,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/oki-ml5521-eco.html
Canon Pixma MP-140,,Mürekkepli,Renkli,,https://www.epey.com/yazici/canon-pixma-mp-140.html
Lexmark E330,,Lazer,Siyah,,https://www.epey.com/yazici/lexmark-e330.html
Lexmark X364DN,,Lazer,Siyah,,https://www.epey.com/yazici/lexmark-x364dn.html
Brother L11160,,Mürekkepli,Renkli,,https://www.epey.com/yazici/brother-l11160.html
Sharp MX-B450P,,Lazer,Siyah,,https://www.epey.com/yazici/sharp-mx-b450p.html
Epson EcoTank L355,,Mürekkepli,Renkli,,https://www.epey.com/yazici/epson-ecotank-l355.html
Jolimark DP 321,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/jolimark-dp-321.html
HP LaserJet Pro P1102W,,Lazer,Siyah,,https://www.epey.com/yazici/hp-laserjet-pro-p1102w.html
OKI ML5521 Elite,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/oki-ml5521-elite.html
Epson EcoTank L550,,Mürekkepli,Renkli,,https://www.epey.com/yazici/epson-ecotank-l550.html
HP MFP M443NDA,,Lazer,Siyah,,https://www.epey.com/yazici/hp-mfp-m443nda.html
Canon Pixma IP100,,Mürekkepli,Renkli,,https://www.epey.com/yazici/canon-pixma-ip100.html
Tally Dascom 2600+,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/tally-dascom-2600-plus.html
OKI ML5791 Eco,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/oki-ml5791-eco.html
OKI ML3410,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/oki-ml3410.html
OKI ML320 Elite,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/oki-ml320-elite.html
OKI ML280 Eco,,Nokta Vuruşlu,Siyah,,https://www.epey.com/yazici/oki-ml280-eco.html
